Company,TypeName,Ram,Weight,Price,Touchscreen,Ips,ppi,Cpu_brand,HDD,SSD,Gpu_brand,os
Asus,Gaming,16,4.3,95850.72,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,1.68,24988.32,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.37,98514.72,1,1,158.48253022174808,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,4,3.0,37402.56,0,1,127.33567457123111,Intel Core i3,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.41,50562.72,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.91,23757.552000000003,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows
HP,Notebook,16,2.9,56423.52,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
MSI,Gaming,16,4.14,133146.72,0,0,127.33567457123111,Intel Core i7,0,512,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,2.0,90522.72,1,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.8,60845.76,0,0,127.33567457123111,Intel Core i7,0,128,AMD,Windows
Lenovo,Notebook,4,2.2,23656.32,0,0,141.21199808219862,Intel Core i3,0,256,Intel,Others/No OS/Linux
HP,Notebook,4,2.1,38468.16,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,2.18,35004.96,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.24,30103.2,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Dell,2 in 1 Convertible,8,2.67,42570.72,1,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,79866.72,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,24881.76,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others/No OS/Linux
HP,Notebook,8,2.5,54239.04,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,46886.4,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,8,1.37,104370.192,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,16,3.2,82530.72,0,0,127.33567457123111,AMD Processor,0,256,AMD,Windows
Dell,Notebook,8,2.14,39164.5296,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
Lenovo,2 in 1 Convertible,16,1.36,133146.72,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,8,2.2,43263.36,0,0,100.45466986113651,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,12,2.3,37992.3696,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,2.8,58554.72,0,0,127.33567457123111,Intel Core i7,0,128,AMD,Others/No OS/Linux
Acer,Notebook,8,2.2,39693.6,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.8,26053.92,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,2.8,45234.72,0,0,127.33567457123111,Intel Core i7,2000,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,6,2.8,45767.52,0,0,106.11306214269258,Intel Core i7,0,128,Nvidia,Windows
Dell,Notebook,4,2.25,22803.84,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Lenovo,Gaming,8,2.5,44169.12,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.2,30849.12,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,3.0,50669.28,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,2.15,35111.52,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,8,1.95,58448.16,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,8,1.7,52054.56,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,2.5,62817.12,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.2,35112.0528,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Acer,Notebook,2,2.19,10602.72,0,0,100.45466986113651,Other Intel Processor,0,16,Intel,Others/No OS/Linux
Asus,Gaming,8,3.0,63243.36,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,2.54,26053.92,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.0,97449.12,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.05,39373.92,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,3.2,69210.72,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,8,2.5,52161.12,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Dell,Workstation,16,3.42,153705.3408,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,26586.72,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,16,1.63,78215.04,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.3,27119.52,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,16,2.9,113060.16,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.8,34578.72,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,29250.72,0,0,100.45466986113651,Intel Core i5,2000,0,Nvidia,Others/No OS/Linux
Asus,Gaming,8,2.5,67399.2,0,0,141.21199808219862,Intel Core i7,0,128,Nvidia,Windows
Lenovo,Notebook,4,2.2,19180.2672,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
HP,2 in 1 Convertible,16,1.28,105228.0,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,2.2,55571.04,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,43636.32,0,0,141.21199808219862,Intel Core i5,0,128,Nvidia,Windows
HP,Notebook,4,1.86,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,1.1,53226.72,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.21,133146.72,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,16,2.8,111834.72,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,8,2.23,24988.32,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,2,1.1,14652.0,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,2.33,44968.32,0,0,141.21199808219862,Intel Core i5,0,128,AMD,Windows
HP,2 in 1 Convertible,16,1.29,130482.72,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,1.45,24503.472,0,0,117.82653006268643,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,1.95,52214.4,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,1.4,25840.8,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.48,68837.76,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,2.79,31381.92,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,8,2.0,58288.32,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.1,48058.56,0,1,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,8,2.2,35111.52,0,0,100.45466986113651,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,1.44,15557.76,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,6,2.23,29250.72,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,8,1.7,55938.672,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.26,71128.8,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,32,2.06,140605.91999999998,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,2.7,63882.72,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,2.0,50243.04,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2.0,71075.52,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.85,23922.72,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,8,2.5,53226.72,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.48,67559.04,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.9,55890.72,0,1,141.21199808219862,Intel Core i5,0,128,Nvidia,Windows
HP,Notebook,8,1.84,60952.32,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.0,14651.4672,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,8,2.0,60885.72,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.2,14646.672,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Lenovo,Notebook,12,2.2,47898.72,0,0,141.21199808219862,AMD Processor,2000,0,AMD,Windows
HP,Notebook,8,2.1,38148.48,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.4,111834.72,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.2,84129.12,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,2.4,60153.12,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,2,1.44,14865.12,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,16,1.88,85672.1088,0,0,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,1.5,19980.0,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,8,1.9,35324.64,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,16,2.06,108020.9376,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,1.84,69477.12,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,2.7,75071.52,0,0,127.33567457123111,Intel Core i7,0,128,Nvidia,Windows
HP,Workstation,8,2.6,92615.0256,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,16,2.4,74751.84,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.02,51729.55199999999,0,0,141.21199808219862,Intel Core i7,0,128,AMD,Windows
Lenovo,Notebook,4,2.2,17155.627200000006,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Gaming,8,2.65,53226.72,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.36,29696.6736,1,0,100.45466986113651,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,8,1.36,76030.56,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.86,23389.92,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,8,2.0,50349.6,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,6,2.8,38308.32,0,0,106.11306214269258,Intel Core i5,0,128,Nvidia,Windows
HP,Notebook,8,1.86,34045.92,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,2.2,26586.72,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia,Others/No OS/Linux
HP,Notebook,8,2.04,20725.92,0,0,100.45466986113651,Other Intel Processor,2000,0,Intel,Windows
Dell,Notebook,8,2.8,57808.8,0,0,127.33567457123111,Intel Core i5,0,128,AMD,Windows
Lenovo,Gaming,8,2.4,43103.52,0,1,141.21199808219862,Intel Core i5,0,128,Nvidia,Others/No OS/Linux
Dell,Notebook,8,2.33,47898.72,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.36,93240.0,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.26,58554.72,1,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Acer,Notebook,4,2.1,22697.28,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows
Asus,Gaming,16,3.25,117162.72,0,1,127.33567457123111,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,2.6,26053.92,0,0,106.11306214269258,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,8,1.62,46300.85279999999,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.91,26053.3872,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,4,1.59,29463.84,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,4,1.8,16463.52,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,4,1.5,15238.08,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,8,2.4,45074.88,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
HP,Gaming,8,3.35,63456.48,0,1,127.33567457123111,Intel Core i7,0,128,Nvidia,Windows
Lenovo,Notebook,4,1.85,21498.48,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Others/No OS/Linux
Asus,Gaming,8,2.3,88178.4,0,1,141.21199808219862,Intel Core i7,0,128,Nvidia,Windows
Lenovo,Notebook,8,1.5,58554.72,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,93181.39199999999,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,1.13,121584.96,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,1.5,29250.72,0,1,165.6321180513006,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,2.23,72940.31999999999,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,8,2.0,113752.8,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.42,133679.52,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,3.0,55357.92,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,16,3.0,84768.48,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,2.2,36975.7872,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,8,2.7,71874.72,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.33,41498.1936,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
HP,Ultrabook,4,1.91,26586.72,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.1,65510.9568,0,1,141.21199808219862,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,1.9,49976.64,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,1.78,144495.36,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,16,1.13,139860.0,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,2.2,16303.68,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,2.9,81465.12,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.1,60978.96,0,1,141.21199808219862,Intel Core i5,0,256,AMD,Windows
Acer,Notebook,8,2.5,46833.12,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
MSI,Gaming,16,2.8,119826.72,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,99793.44,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,16,1.2,93080.16,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.36,89510.4,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,21791.52,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,2,1.15,16221.096000000001,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,8,2.67,102564.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,8,1.7,103523.04,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,2.1,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,8,1.6,42038.4528,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.27,49443.84,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.3,31909.392,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Others/No OS/Linux
Dell,Notebook,4,1.65,36709.92,0,0,117.82653006268643,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.43,79920.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.14,28768.536,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,8,1.75,64755.44640000001,0,1,157.3505121487356,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,16,2.0,101178.72,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,6,1.4,23922.72,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,2.31,76030.56,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,8,2.3,31808.16,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Others/No OS/Linux
Dell,Gaming,16,4.42,149130.72,0,1,169.78089942830815,Intel Core i7,0,256,Nvidia,Windows
Dell,Gaming,8,2.62,61751.52,0,1,141.21199808219862,Intel Core i7,0,128,Nvidia,Windows
Dell,Notebook,8,2.02,60867.072,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
Dell,Ultrabook,8,1.6,58554.72,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Others/No OS/Linux
HP,Gaming,12,3.35,106506.72,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,1.16,15930.72,1,1,189.90579052433606,Other Intel Processor,0,32,Intel,Windows
Samsung,Netbook,4,1.15,14332.32,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,1.4,53812.8,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.7,31914.72,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,16,2.3,130269.6,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,16,2.5,130482.72,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,8,3.2,90309.6,0,0,127.33567457123111,AMD Processor,0,256,AMD,Windows
HP,Notebook,4,2.1,18488.16,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Google,Ultrabook,16,1.1,117162.72,1,0,234.50740003017813,Intel Core i7,0,512,Intel,Others/No OS/Linux
Lenovo,Ultrabook,24,1.32,126912.96,0,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2.0,29783.52,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.8,27652.32,0,0,106.11306214269258,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,4,2.2,39906.72,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.36,76137.12,0,1,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,18594.72,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,Windows
HP,Gaming,8,2.2,58554.72,0,1,141.21199808219862,Intel Core i7,0,128,Nvidia,Windows
Dell,Notebook,8,1.64,62817.12,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,23539.104,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Others/No OS/Linux
Dell,Workstation,8,2.23,106187.04,0,0,141.21199808219862,Other Intel Processor,0,0,Nvidia,Windows
MSI,Gaming,8,2.2,54757.9872,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,16,1.25,137941.91999999998,1,0,200.84255993695703,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.91,31381.92,0,0,100.45466986113651,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,16,2.17,105228.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,8,2.31,81731.52,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.65,71661.59999999999,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.36,52161.12,0,0,141.21199808219862,Intel Core i7,0,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.47,25521.12,1,0,135.0942111925629,Other Intel Processor,500,0,Intel,Windows
Dell,Notebook,8,4.42,109010.88,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,4,1.252,52693.92,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,Windows
Microsoft,Ultrabook,8,1.25,95850.72,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.5,34093.872,0,0,106.11306214269258,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,4,2.23,28984.32,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,4,1.4,23176.8,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Asus,Notebook,8,2.37,39906.72,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,1.5,42570.72,0,1,157.3505121487356,Intel Core i7,0,512,AMD,Others/No OS/Linux
Lenovo,Notebook,8,2.67,111355.2,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,2.0,16197.12,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,2.2,24988.32,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,2.02,40439.52,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,3.78,90522.72,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,98994.24,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.29,106506.72,1,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.9,61485.12,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,1.1,67932.0,1,0,234.50740003017813,Intel Core i5,0,128,Intel,Others/No OS/Linux
Dell,Ultrabook,8,1.42,98133.76800000001,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,2.06,69210.72,0,1,282.42399616439724,Intel Core i7,0,128,Intel,Windows
Dell,Notebook,8,1.79,39427.2,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,1.78,128298.24,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,1.7,72673.92,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,2.2,35964.0,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,1.05,89084.16,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.16,67239.36,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,2.18,31254.048,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,1.49,38681.28,0,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,1.89,13261.392000000002,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.3,30103.2,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,1.75,55890.72,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,2.17,124568.64,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,2.06,101178.72,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,95797.44,0,1,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Asus,Ultrabook,16,0.91,103896.0,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.3,53918.82719999999,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,149130.72,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,1.99,71928.0,0,0,141.21199808219862,Intel Core i7,0,128,Nvidia,Windows
Acer,Notebook,8,2.2,30849.12,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,24,4.33,67612.31999999999,1,1,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,58554.72,0,1,125.36742798669837,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,2.17,47893.39199999999,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.48,93186.72,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,8,1.4,50562.72,0,1,165.6321180513006,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,8,2.3,48538.08,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Netbook,4,1.2,18115.2,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.91,32979.7872,0,0,100.45466986113651,Intel Core i5,0,256,AMD,Windows
